"COMID","COMCODE","COMTYPE","TYPEDESCR","COMNAME","COMLEVEL","PARENTNAME","PARENTCOMCODE","COMSTATE","STATENAME","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","CHAIRLNAME","CHAIRFNAME","CHAIRMNAME","CHAIROCODE","CHAIRDESC","RMMLNAME","RMMFNAME","RMMMNAME","RMMOCODE","RMMDESC","SD1LNAME","SD1FNAME","SD1MNAME","SD1TITLE","SD1MAJMIN","SD1PHONE","SD1EMAIL","GC1LNAME","GC1FNAME","GC1MNAME","GC1TITLE","GC1MAJMIN","GC1PHONE","GC1EMAIL","PS1LNAME","PS1FNAME","PS1MNAME","PS1TITLE","PS1MAJMIN","PS1PHONE","PS1EMAIL","PM1LNAME","PM1FNAME","PM1MNAME","PM1TITLE","PM1MAJMIN","PM1PHONE","PM1EMAIL","CK1LNAME","CK1FNAME","CK1MNAME","CK1TITLE","CK1MAJMIN","CK1PHONE","CK1EMAIL","SD2LNAME","SD2FNAME","SD2MNAME","SD2TITLE","SD2MAJMIN","SD2PHONE","SD2EMAIL","GC2LNAME","GC2FNAME","GC2MNAME","GC2TITLE","GC2MAJMIN","GC2PHONE","GC2EMAIL","PS2LNAME","PS2FNAME","PS2MNAME","PS2TITLE","PS2MAJMIN","PS2PHONE","PS2EMAIL","PM2LNAME","PM2FNAME","PM2MNAME","PM2TITLE","PM2MAJMIN","PM2PHONE","PM2EMAIL","CK2LNAME","CK2FNAME","CK2MNAME","CK2TITLE","CK2MAJMIN","CK2PHONE","CK2EMAIL"
16349,"NVSCJ","SS","State Senate","Senate Committee on Judiciary","Committee","","",29,"Nevada","Room 2121A Legislative Building","401 South Carson Street","Carson City","NV","89701","(775) 684-6523","","SenJUD@sen.state.nv.us","https://www.leg.state.nv.us/App/NELIS/REL/79th2017/Committee/173/Overview","Segerblom","Tick","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16368,"NHSCCB","SS","State Senate","Senate Committee on Capital Budget","Committee","","",30,"New Hampshire","State House","107 North Main Street","Concord","NH","03301","(603) 271-2117","","","http://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=S02","D'Allesandro","Lou","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16389,"NHHCEA","SH","State House","House Committee on Environment and Agriculture","Committee","","",30,"New Hampshire","Room 303 Legislative Office Building","33 North State Street","Concord","NH","03301","(603) 271-3125","","HouseEnvironmentandAgricultureCommittee@leg.state.nh.us","http://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?code=H06","O'Connor","John","J.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16403,"NHHCR","SH","State House","House Committee on Rules","Committee","","",30,"New Hampshire","Room 104 Legislative Office Building","33 North State Street","Concord","NH","03301","(603) 271-3661","","HouseRulesCommittee@leg.state.nh.us","http://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?code=H23","Chandler","Gene","G.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16416,"NJSCLPS","SS","State Senate","Senate Committee on Law and Public Safety","Committee","","",31,"New Jersey","Room 10 State House","125 West State Street Third Floor","Trenton","NJ","08625","(609) 292-5215","","","http://www.njleg.state.nj.us/committees/Committees.asp?House=S","Greenstein","Linda","R.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16432,"NJACJ","SH","State House","Assembly Committee on Judiciary","Committee","","",31,"New Jersey","Room 12 State House","125 West State Street Fourth Floor","Trenton","NJ","08625","(609) 292-7065","","","http://www.njleg.state.nj.us/committees/Committees.asp?House=A","Quijano","Annette","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16456,"NMSCE","SS","State Senate","Senate Committee on Education","Committee","","",32,"New Mexico","Room 311 State Capitol","490 Old Santa Fe Trail","Santa Fe","NM","87503","(505) 986-4300","","","http://www.nmlegis.gov/Committee/Standing_Committee?CommitteeCode=SEC","Soules","William","P.","CHM","Chairman","Brandt","Craig","W.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16477,"NMHCROB","SH","State House","House Committee on Rules and Order of Business","Committee","","",32,"New Mexico","State Capitol","490 Old Sante Fe Trail","Santa Fe","NM","87503","(505) 986-4300","","","http://www.nmlegis.gov/Committee/Standing_Committee?CommitteeCode=HXRC","Salazar","Nick","L.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16493,"NYSCET","SS","State Senate","Senate Committee on Energy and Telecommunications","Committee","","",33,"New York","Legislative Office Building","181 State Street","Albany","NY","12247","(518) 455-2800","","","http://www.nysenate.gov/committees/energy-and-telecommunications","Griffo","Joseph","A.","CHM","Chairman","Parker","Kevin","S.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16505,"NYSCMHD","SS","State Senate","Senate Committee on Mental Health and Developmental Disabilities","Committee","","",33,"New York","Legislative Office Building","181 State Street","Albany","NY","12247","(518) 455-2800","","","http://www.nysenate.gov/committees/mental-health-and-developmental-disabilities","Ortt","Robert","G.","CHM","Chairman","Brooks","John","E.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16523,"NYACCAC","SH","State House","Assembly Committee on Corporations, Authorities and Commissions","Committee","","",33,"New York","Legislative Office Building","","Albany","NY","12248","(518) 455-4218","","","http://nyassembly.gov/comm/?id=9","Paulin","Amy","R.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16540,"NYACOAI","SH","State House","Assembly Committee on Oversight, Analysis and Investigation","Committee","","",33,"New York","Legislative Office Building","","Albany","NY","12248","(518) 455-4218","","","http://nyassembly.gov/comm/?id=30","Braunstein","Edward","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16565,"NCSCEHE","SS","State Senate","Senate Committee on Education and Higher Education","Committee","","",34,"North Carolina","Room 544 Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27601","(919) 733-7928","","","https://www.ncleg.net/gascripts/Committees/Committees.asp?sAction=ViewCommittee&sActionDetails=Senate%20Standing_134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16586,"NCHCAP20","SH","State House","Subcommittee on General Government","Subcommittee","House Committee on Appropriations","NCHCAP",34,"North Carolina","Room 425 Legislative Building","16 West Jones Street","Raleigh","NC","27601","(919) 733-7928","","","http://www.ncleg.net/gascripts/Committees/Committees.asp?sAction=ViewCommittee&sActionDetails=House%20Standing_9","Cleveland","George","G.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16632,"NDSCAA","SS","State Senate","Senate Committee on Appropriations","Committee","","",35,"North Dakota","State Capitol","600 East Boulevard Avenue","Bismarck","ND","58505-0360","(701) 328-3373","","","http://www.legis.nd.gov/assembly/65-2017/committees/senate/appropriations","Holmberg","Ray","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16645,"NDHCAA10","SH","State House","Division on Government Operations","Subcommittee","House Committee on Appropriations","NDHCAA",35,"North Dakota","Great Plains Room State Capitol","600 East Boulevard Avenue","Bismarck","ND","58505-0360","(701) 328-2916","","","http://www.legis.nd.gov/assembly/65-2017/committees/house/appropriations-government-operations-division","Brandenburg","Michael","Don","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16702,"OHHCCL","SH","State House","House Committee on Commerce and Labor","Committee","","",36,"Ohio","Vern Riffe Center","77 South High Street","Columbus","OH","43215-6111","(614) 466-3357","","","http://www.ohiohouse.gov/committee/commerce-and-labor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16729,"OHJCLS","SJ","State Joint","Joint Commission on Legislative Service","Committee","","",36,"Ohio","Vern Riffe Center","77 South High Street Ninth Floor","Columbus","OH","43215-6136","(614) 466-3615","","","http://www.lsc.ohio.gov","Obhof","Larry","J.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16752,"OKSCHHR","SS","State Senate","Senate Committee on Health and Human Services","Committee","","",37,"Oklahoma","Room 535 State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 524-0126","","","http://www.oksenate.gov/Committees/standing/health_human_services.htm","Yen","Ervin","S.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16816,"ORSCJ","SS","State Senate","Senate Committee on Judiciary","Committee","","",38,"Oregon","Room 331 State Capitol","900 Court Street, NE","Salem","OR","97301","(503) 986-1517","","","http://olis.leg.state.or.us/liz/2017I1/Committees/SJUD/Overview","Prozanski","Floyd","F.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16874,"PASCF","SS","State Senate","Senate Committee on Finance","Committee","","",39,"Pennsylvania","Capitol Building","501 North Third Street","Harrisburg","PA","17120","(717) 787-5920","","","http://www.legis.state.pa.us/cfdocs/CteeInfo/index.cfm?Code=25&CteeBody=S","Hutchinson","Scott","E.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16891,"PAHCARA","SH","State House","House Committee on Agriculture and Rural Affairs","Committee","","",39,"Pennsylvania","Room 113 Ryan Office Building","451 North Third Street","Harrisburg","PA","17120","(717) 772-2283","(717) 787-4137","","http://www.legis.state.pa.us/cfdocs/CteeInfo/index.cfm?Code=2&CteeBody=H","Causer","Martin","T.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16927,"PAHCPL","SH","State House","House Committee on Professional Licensure","Committee","","",39,"Pennsylvania","Room 221 Irvis Office Building","","Harrisburg","PA","17120-2173","(717) 772-4029","(717) 787-4923","","http://www.legis.state.pa.us/cfdocs/CteeInfo/index.cfm?Code=34&CteeBody=H","Mustio","Mark","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16957,"RIHCJ","SH","State House","House Committee on Judiciary","Committee","","",40,"Rhode Island","State House","82 Smith Street","Providence","RI","02903","(401) 222-2258","","","http://webserver.rilin.state.ri.us/ComMembers/ComMemr.asp?ComChoiceR=HJUD","Keable","Cale","P.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16977,"SCSCI","SS","State Senate","Senate Committee on Invitations","Committee","","",41,"South Carolina","Room 402 Gressette Building","","Columbia","SC","29202","(803) 212-6320","","http://www.scstatehouse.gov/email.php?T=C&C=S2000000775","http://www.scstatehouse.gov/CommitteeInfo/senateinvitations.php","Davis","Thomas","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
