"OFCID","OFCTYPE","TYPEDESCR","OFCNAME","OFCSTATE","STATENAME","OFCORDER","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","OFFICERLNAME","OFFICERFNAME","OFFICERMNAME","SDLNAME","SDFNAME","SDMNAME","SDTITLE","SDPHONE","SDEMAIL","GCLNAME","GCFNAME","GCMNAME","GCTITLE","GCPHONE","GCEMAIL","LDLNAME","LDFNAME","LDMNAME","LDTITLE","LDPHONE","LDEMAIL","PSLNAME","PSFNAME","PSMNAME","PSTITLE","PSPHONE","PSEMAIL"
1430,"SH","State House","House Majority Whip",38,"Oregon",4,"Room H-286 State Capitol","900 Court Street, NE","Salem","OR","97301","(503) 986-1416","","rep.danrayfield@state.or.us","http://www.oregonlegislature.gov/housedemocrats/Pages/members.aspx","Rayfield","Dan","","","","","","","","","","","","","","","","","","","","","","","","",""
1451,"SH","State House","Speaker of the House",54,"Puerto Rico",1,"Second Floor Capitol Building","","San Juan","PR","00904","(787) 622-4953","(787) 722-6441","http://tucamarapr.org/dnncamara/web/contacto.aspx?rep=20","http://tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=20","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1470,"SH","State House","House Majority Leader",27,"Montana",3,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4825","Rep.Ron.Ehli@mt.gov","http://leg.mt.gov/css/house/Default.asp#leaders","Ehli","Ron","J.","","","","","","","","","","","","","","","","","","","","","","","",""
1491,"SH","State House","House Deputy Majority Whip-At-Large",22,"Connecticut",26,"Room 4019 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0206","Patricia.Dillon@cga.ct.gov","http://www.housedems.ct.gov/leadership","Dillon","Patricia","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1507,"SS","State Senate","Administration Floor Leader",2,"Georgia",13,"Room 109 State Capitol Building","206 Washington Street","Atlanta","GA","30334","(404) 656-7454","(404) 651-5795","butch.miller@senate.ga.gov","http://www.senate.ga.gov/senators/en-US/SenateLeadership2018.aspx","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1528,"SH","State House","House Assistant Minority Whip",49,"West Virginia",19,"Room 230E State Capitol - Building 1","1900 Kanawha Boulevard West","Charleston","WV","25305","(304) 340-3111","","mike.ferro@wvhouse.gov","http://www.legis.state.wv.us/House/roster.cfm","Ferro","Michael","T.","","","","","","","","","","","","","","","","","","","","","","","",""
1548,"SS","State Senate","Majority Leader",55,"Virgin Islands",3,"Capitol Building","PO Box 1690","St. Thomas","VI","00804","(340) 693-3575","(340) 712-2380","","http://www.legvi.org/index.php/senator-sammuel-sanes","Sanes","Sammuel","","","","","","","","","","","","","","","","","","","","","","","","",""
1576,"SS","State Senate","Senate Assistant Majority Leader on Conference Operations",33,"New York",6,"Room 420 The Capitol","172 State Street","Albany","NY","12247","(518) 455-2200","","hannon@nysenate.gov","http://www.nysenate.gov/senate-leadership","Hannon","Kemp","","","","","","","","","","","","","","","","","","","","","","","","",""
1606,"SH","State House","Assistant Speaker Pro Tempore of the House",14,"Michigan",4,"Room N-1197 Cora B. Anderson House Office Building","124 North Capitol Avenue","Lansing","MI","48909-7514","(517) 373-1778","","paulopsommer@house.mi.gov","http://www.gophouse.com/welcome.asp?District=093","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1627,"SH","State House","House Minority Whip",3,"Hawaii",18,"Room 303 State Capitol","415 South Beretania Street","Honolulu","HI","96813","(808) 586-9490","(808) 586-9496","repcheape@capitol.hawaii.gov","http://www.capitol.hawaii.gov/members/leadership.aspx?chamber=H","Matsumoto","Lauren","N.K.","","","","","","","","","","","","","","","","","","","","","","","",""
1651,"SH","State House","House Minority Assistant Whip",48,"Washington",23,"Room 418 John L. O'Brien Building","504 Sid Snyder Avenue, SW","Olympia","WA","98504","(360) 786-7994","","vicki.kraft@leg.wa.gov","http://leg.wa.gov/House/Pages/Leadership.aspx","Kraft","Vicki","","","","","","","","","","","","","","","","","","","","","","","","",""
1679,"SH","State House","House Majority Deputy Speaker",22,"Connecticut",9,"Room 5004 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0067","Bruce.Morris@cga.ct.gov","http://www.housedems.ct.gov/leadership","Morris","Bruce","V.","","","","","","","","","","","","","","","","","","","","","","","",""
1695,"SH","State House","House Minority Caucus Treasurer",2,"Georgia",14,"Room 512-D Coverdell Legislative Office Building","18 Capitol Square","Atlanta","GA","30334","(404) 656-7859","","kimberly.alexander@house.ga.gov","http://www.house.ga.gov/Representatives/en-US/Leadership.aspx","Alexander","Kimberly","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1729,"SH","State House","House Majority Caucus Chair",8,"Kansas",6,"Room 149-S Kansas State Capitol","300 SW 10th Street","Topeka","KS","66612-1504","(785) 296-7644","","susan.concannon@house.ks.gov","http://kslegislature.org/li/b2017_18/chamber/house/leadership/","Concannon","Susan","L.","","","","","","","","","","","","","","","","","","","","","","","",""
1743,"SS","State Senate","Senate Sergeant At Arms",48,"Washington",22,"Legislative Building","416 Sid Snyder Avenue, SW","Olympia","WA","98504","(360) 786-7541","","","http://www.leg.wa.gov/Senate/Senators/Pages/SenateLeadership.aspx","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1760,"SS","State Senate","Senate Deputy Majority Leader",22,"Connecticut",12,"Room 3900 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-0428","","Bye@senatedems.ct.gov","https://cga.ct.gov/olm/guides/guide.asp","Bye","Beth","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1783,"SH","State House","House Ranking Member of the Ways and Means Committee",6,"Indiana",24,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9600","","H96@iga.in.gov","http://indianahousedemocrats.org/members/leadership/","Porter","Gregory","W.","","","","","","","","","","","","","","","","","","","","","","","",""
1806,"SH","State House","House Majority Leader",37,"Oklahoma",3,"Room 205 State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 557-7407","","mikesanders@okhouse.gov","http://www.okhouse.gov/Members/Leadership.aspx","Sanders","Mike","","","","","","","","","","","","","","","","","","","","","","","","",""
1826,"SH","State House","House Assistant Majority Whip",6,"Indiana",13,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9805","","H76@iga.in.gov","http://www.indianahouserepublicans.com/index.php?src=directory&view=members&srctype=Leadership_Members","McNamara","Wendy","","","","","","","","","","","","","","","","","","","","","","","","",""
1841,"SS","State Senate","Senate Liaison to the Executive Branch",33,"New York",17,"Room 512 Legislative Office Building","","Albany","NY","12247","(518) 455-3471","(518) 426-6949","gallivan@nysenate.gov","http://www.nysenate.gov/senate-leadership","Gallivan","Patrick","M.","","","","","","","","","","","","","","","","","","","","","","","",""
1862,"SS","State Senate","Clerk of the Legislature",28,"Nebraska",2,"State Capitol","1445 K Street","Lincoln","NE","68509","(402) 471-2271","","podonnell@leg.ne.gov","http://nebraskalegislature.gov/divisions/clerk.php","O'Donnell","Patrick","J.","","","","","","","","","","","","","","","","","","","","","","","",""
1888,"SH","State House","House Majority Whip",37,"Oklahoma",13,"Room 433 State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 557-7379","","","http://www.okhouse.gov/Members/Leadership.aspx","O'Donnell","Terry","S.","","","","","","","","","","","","","","","","","","","","","","","",""
1904,"SS","State Senate","Senate Assistant Republican Majority Leader and Screening Chairman",22,"Connecticut",33,"Room 2003 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8800","","joe.markley@cga.ct.gov","http://ctsenaterepublicans.com/senators/","Markley","Joseph","C.","","","","","","","","","","","","","","","","","","","","","","","",""
1919,"SH","State House","House Majority Deputy Conference Leader",34,"North Carolina",11,"Room 604 Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27603-5925","(919) 733-5830","","Holly.Grange@ncleg.net","http://www.ncleg.net/gascripts/members/leadershipList.pl?sChamber=house","Grange","Holly","","","","","","","","","","","","","","","","","","","","","","","","",""
1934,"SH","State House","House Assistant Democratic Policy Leader",30,"New Hampshire",30,"State House","107 North Main Street","Concord","NH","03301","(603) 225-5249","","Maryjane.Wallner@leg.state.nh.us","http://www.gencourt.state.nh.us/house/abouthouse/leadership.htm","Wallner","Mary Jane","","","","","","","","","","","","","","","","","","","","","","","","",""
1948,"SH","State House","House Deputy Majority Leader",40,"Rhode Island",13,"State House","82 Smith Street","Providence","RI","02903","(401) 222-1478","","rep-costantino@rilegislature.gov","http://www.rilin.state.ri.us/representatives/Costantino/default.aspx","Costantino","Gregory","J.","","","","","","","","","","","","","","","","","","","","","","","",""
1963,"SS","State Senate","Senate Majority Whip",40,"Rhode Island",7,"State House","82 Smith Street","Providence","RI","02903","(401) 222-6655","","sen-goodwin@rilegislature.gov","http://www.rilin.state.ri.us/senators/Goodwin/default.aspx","Goodwin","Maryellen","","","","","","","","","","","","","","","","","","","","","","","","",""
1977,"SH","State House","House Assistant Majority Whip",49,"West Virginia",10,"Room 206E State Capitol - Building 1","1900 Kanawha Boulevard West","Charleston","WV","25305","(304) 340-3141","","danny.hamrick@wvhouse.gov","http://www.legis.state.wv.us/House/roster.cfm","Hamrick","Danny","C.","","","","","","","","","","","","","","","","","","","","","","","",""
1991,"SH","State House","House Majority Whip",3,"Hawaii",13,"Room 405 State Capitol","415 South Beretania Street","Honolulu","HI","96813","(808) 586-6210","(808) 586-6211","repwoodson@Capitol.hawaii.gov","http://www.capitol.hawaii.gov/members/leadership.aspx?chamber=H","Woodson","Justin","H.","","","","","","","","","","","","","","","","","","","","","","","",""
2007,"SS","State Senate","Senate Majority Caucus Whip",5,"Illinois",11,"Room 129 Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-0422","","lholmes@senatedem.ilga.gov","http://www.ilga.gov/senate/100th_Senate_Leadership.pdf","Holmes","Linda","","","","","","","","","","","","","","","","","","","","","","","","",""
1992,"SH","State House","House Clerk",36,"Ohio",11,"Vern Riffe Center","77 South High Street","Columbus","OH","43215-6111","(614) 466-3357","","brad.young@ohiohouse.gov","","Young","Brad","","","","","","","","","","","","","","","","","","","","","","","","",""
1993,"SH","State House","House Chief Clerk",44,"Texas",3,"Capitol Station","1100 Congress Avenue","Austin","TX","78701","(512) 463-0845","","robert.haney@house.state.tx.us","http://www.house.state.tx.us/resources/support-offices/","Haney","Robert","","","","","","","","","","","","","","","","","","","","","","","","",""
1994,"SS","State Senate","Secretary of the Senate",44,"Texas",3,"Room 2E.22 Texas State Capitol","1200 Congress Avenue","Austin","TX","78701","(512) 463-0100","(512) 463-6034","patsy.spaw@senate.texas.gov","http://www.senate.texas.gov/sos.php","Spaw","Patsy","","","","","","","","","","","","","","","","","","","","","","","","",""
1995,"SS","State Senate","Senate Minority Caucus Whip",5,"Illinois",22,"Room 105B Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-8148","","","http://www.ilga.gov/senate/100GA_Senate_Leadership.pdf","Nybo","Chris","","","","","","","","","","","","","","","","","","","","","","","","",""
1996,"SH","State House","House Assistant Majority Leader",30,"New Hampshire",10,"State House","107 North Main Street","Concord","NH","03301","(603) 682-1557","","repsanborn@gmail.com","http://www.gencourt.state.nh.us/house/abouthouse/leadership.htm","Sanborn","Laurie","J.","","","","","","","","","","","","","","","","","","","","","","","",""
1997,"SH","State House","House Assistant Majority Whip",30,"New Hampshire",15,"State House","107 North Main Street","Concord","NH","03301","(603) 894-6987","","Rep.Bates@live.com","http://www.gencourt.state.nh.us/house/abouthouse/leadership.htm","Bates","David","","","","","","","","","","","","","","","","","","","","","","","","",""
1998,"SH","State House","House Assistant Majority Whip",30,"New Hampshire",17,"State House","107 North Main Street","Concord","NH","03301","(603) 286-7329","","greg.hill@leg.state.nh.us","http://www.gencourt.state.nh.us/house/abouthouse/leadership.htm","Hill","Gregory","","","","","","","","","","","","","","","","","","","","","","","","",""
1999,"SS","State Senate","Senate Deputy Majority Leader",31,"New Jersey",4,"State House","125 West State Street","Trenton","NJ","08625","(609) 847-3700","(609) 633-7254","SenCunningham@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Cunningham","Sandra","B.","","","","","","","","","","","","","","","","","","","","","","","",""
2000,"SS","State Senate","Senate Deputy Minority Whip",31,"New Jersey",15,"State House","125 West State Street","Trenton","NJ","08625","(609) 847-3600","(609) 984-8148","SenAddiego@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Addiego","Dawn","Marie","","","","","","","","","","","","","","","","","","","","","","","",""
2001,"SH","State House","House Assistant Minority Whip",6,"Indiana",23,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9600","","","http://indianahousedemocrats.org/members/leadership/","Forestal","Dan","","","","","","","","","","","","","","","","","","","","","","","","",""
2002,"SH","State House","House Assistant Majority Leader - Politics",38,"Oregon",9,"Room H-477 State Capitol","900 Court Street, NE","Salem","OR","97301","(503) 986-1429","","rep.susanmclain@oregonlegislature.gov","https://www.oregonlegislature.gov/housedemocrats/Pages/members.aspx","McLain","Susan","","","","","","","","","","","","","","","","","","","","","","","","",""
2003,"SH","State House","House Assistant Majority Leader - Politics",38,"Oregon",10,"Room H-490 State Capitol","900 Court Street, NE","Salem","OR","97301","(503) 986-1434","","rep.kenhelm@oregonlegislature.gov","https://www.oregonlegislature.gov/housedemocrats/Pages/members.aspx","Helm","Ken","D.","","","","","","","","","","","","","","","","","","","","","","","",""
2004,"SH","State House","General Assembly Assistant Republican Leader",31,"New Jersey",42,"State House","125 West State Street","Trenton","NJ","08625","(609) 847-3400","(609) 633-9806","AsmSchepisi@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Schepisi","Holly","T.","","","","","","","","","","","","","","","","","","","","","","","",""
