"COMID","COMCODE","COMTYPE","TYPEDESCR","COMNAME","COMLEVEL","PARENTNAME","PARENTCOMCODE","COMSTATE","STATENAME","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","CHAIRLNAME","CHAIRFNAME","CHAIRMNAME","CHAIROCODE","CHAIRDESC","RMMLNAME","RMMFNAME","RMMMNAME","RMMOCODE","RMMDESC","SD1LNAME","SD1FNAME","SD1MNAME","SD1TITLE","SD1MAJMIN","SD1PHONE","SD1EMAIL","GC1LNAME","GC1FNAME","GC1MNAME","GC1TITLE","GC1MAJMIN","GC1PHONE","GC1EMAIL","PS1LNAME","PS1FNAME","PS1MNAME","PS1TITLE","PS1MAJMIN","PS1PHONE","PS1EMAIL","PM1LNAME","PM1FNAME","PM1MNAME","PM1TITLE","PM1MAJMIN","PM1PHONE","PM1EMAIL","CK1LNAME","CK1FNAME","CK1MNAME","CK1TITLE","CK1MAJMIN","CK1PHONE","CK1EMAIL","SD2LNAME","SD2FNAME","SD2MNAME","SD2TITLE","SD2MAJMIN","SD2PHONE","SD2EMAIL","GC2LNAME","GC2FNAME","GC2MNAME","GC2TITLE","GC2MAJMIN","GC2PHONE","GC2EMAIL","PS2LNAME","PS2FNAME","PS2MNAME","PS2TITLE","PS2MAJMIN","PS2PHONE","PS2EMAIL","PM2LNAME","PM2FNAME","PM2MNAME","PM2TITLE","PM2MAJMIN","PM2PHONE","PM2EMAIL","CK2LNAME","CK2FNAME","CK2MNAME","CK2TITLE","CK2MAJMIN","CK2PHONE","CK2EMAIL"
14748,"SENE","FS","Federal Senate","Senate Committee on Energy and Natural Resources","Committee","","",,"","Room 304 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6150","(202) 224-4971","(202) 224-6163","http://www.energy.senate.gov/public/index.cfm/contact","http://www.energy.senate.gov/public/index.cfm/","Murkowski","Lisa","A.","CHM","Chairman","Cantwell","Maria","","RMM","Ranking Minority Member","Hughes","Brian","Patrick","Staff Director","MAJ","(202) 224-4971","brian_hughes@energy.senate.gov","Donnelly","Kellie","A.","Deputy Chief Counsel","MAJ","(202) 224-4971","kellie_donnelly@energy.senate.gov","Daigle","Nicole","","Communications Director","MAJ","(202) 224-4971","nicole_daigle@energy.senate.gov","Carson","Chester","","Professional Staff Member","MAJ","(202) 224-4971","Chester_Carson@energy.senate.gov","","","","","","","","Wagner","Mary Louise","","Staff Director","MIN","(202) 224-4971","MaryLouise_Wagner@energy.senate.gov","Fowler","Sam","E.","Chief Counsel","MIN","(202) 224-4971","sam_fowler@energy.senate.gov","True","Peter","","Press Secretary","MIN","(202) 224-4971","peter_true@energy.senate.gov","Petit","Bryan","","Senior Professional Staff Member","MIN","(202) 224-4971","bryan_petit@energy.senate.gov","","","","","","",""
14749,"SCOM20","FS","Federal Senate","Senate Subcommittee on Oceans, Atmosphere, Fisheries, and Coast Guard","Subcommittee","Senate Committee on Commerce, Science, and Transportation","SCOM",,"","Room 227 HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","Washington","DC","20510-6125","(202) 224-8172","(202) 228-0303","","http://commerce.senate.gov/public/index.cfm?p=OceansAtmosphereFisheriesandCoastGuard","Sullivan","Dan","S.","CHM","Chairman","Baldwin","Tammy","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","Gibbons","Fern","","Professional Staff Member","MAJ","(202) 224-8172","fern_gibbons@commerce.senate.gov","","","","","","","","","","","","","","","Lewis","Jeffrey","H.","Counsel","MIN","(202) 224-4912","jeff_lewis@commerce.senate.gov","","","","","","","","","","","","","","","","","","","","",""
14768,"SRUL","FS","Federal Senate","Senate Committee on Rules and Administration","Committee","","",,"","Room 305 RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","Washington","DC","20510-6325","(202) 224-6352","(202) 224-3036","","https://www.rules.senate.gov/","Blunt","Roy","D.","CHM","Chairman","Klobuchar","Amy","","RMM","Ranking Minority Member","Elder","Fitzhugh","","Staff Director","MAJ","(202) 224-6352","Fitz_Elder@rules.senate.gov","Barber","Jackie","","Chief Counsel","MAJ","(202) 224-6352","Jackie_Barber@rules.senate.gov","","","","","","","","Kotschwar","Nichole","Amber","Professional Staff Member","MAJ","(202) 224-6352","nichole_kotschwar@rules.senate.gov","","","","","","","","Talvitie","Travis","","Deputy Staff Director","MIN","(202) 224-6352","Travis_Talvitie@rules.senate.gov","Hovland","Ben","","Senior Counsel","MIN","(202) 224-6352","ben_hovland@rules.senate.gov","","","","","","","","Sorrendino","Abbie","M.","Professional Staff Member","MIN","(202) 224-6352","abbie_sorrendino@rules.senate.gov","","","","","","",""
14770,"SENV05","FS","Federal Senate","Senate Subcommittee on Clean Air and Nuclear Safety","Subcommittee","Senate Committee on Environment and Public Works","SENV",,"","Room 410 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6175","(202) 224-6176","(202) 224-1273","","http://www.epw.senate.gov/public/index.cfm?p=clean-air-and-nuclear-safety","Capito","Shelley","Moore","CHM","Chairman","Whitehouse","Sheldon","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14772,"SARM15","FS","Federal Senate","Senate Subcommittee on Emerging Threats and Capabilities","Subcommittee","Senate Committee on Armed Services","SARM",,"","Room 228 RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","Washington","DC","20510-6050","(202) 224-3871","(202) 228-0036","","http://www.armed-services.senate.gov/about/subcommittees#emerging","Ernst","Joni","K.","CHM","Chairman","Heinrich","Martin","T.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","Barker","Adam","J.","Professional Staff Member","MAJ","(202) 224-3871","adam_barker@armed-services.senate.gov","","","","","","","","","","","","","","","Epstein","Jonathan","S.","Counsel","MIN","(202) 224-3871","jonathan_epstein@armed-services.senate.gov","","","","","","","","Noblet","Michael","J.","Lead Professional Staff Member","MIN","(202) 224-9206","michael_noblet@armed-services.senate.gov","McNamara","Mariah","K.","Clerk","MIN","(202) 224-3871","maggie_mcnamara@armed-services.senate.gov"
18527,"JEUR","FJ","Federal Joint","Joint Commission on Security and Cooperation in Europe","Committee","","",,"","Room 234 FHOB- Ford House Office Building","441 Second Street, SW","Washington","DC","20515-0606","(202) 225-1901","(202) 226-4199","info@csce.gov","http://www.csce.gov","Wicker","Roger","F.","CHM","Chairman","Cardin","Ben","L.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
18528,"JCHI","FJ","Federal Joint","Joint Congressional-Executive Commission on China","Committee","","",,"","Room 243 FHOB- Ford House Office Building","441 Second Street, SW","Washington","DC","20515-6201","(202) 226-3766","(202) 226-3804","infocecc@mail.house.gov","http://www.cecc.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
18865,"HCMS","FH","Federal House","House Commission on Congressional Mailing Standards","Committee","","",,"","Room 1216 LHOB- Longworth House Office Building","15 Independence Avenue, SE","Washington","DC","20515-6157","(202) 226-0647","(202) 226-0047","http://cha.house.gov/about/contact-us/email-franking-office","http://cha.house.gov/franking-commission","Davis","Rodney","L.","CHM","Chairman","Davis","Susan","A.","RMM","Ranking Minority Member","Engling","Max","","Franking Commission Director","MAJ","(202) 225-8281","max.engling@mail.house.gov","","","","","","","","McCracken","Erin","C.","Communications Director, Franking Commission","MAJ","(202) 225-2106","erin.mccracken@mail.house.gov","","","","","","","","","","","","","","","DeFreitas","Matthew","","Franking Commission Staff Director","MIN","(202) 225-9337","matt.defreitas@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
18870,"HFOR25","FH","Federal House","House Subcommittee on Terrorism, Nonproliferation and Trade","Subcommittee","House Committee on Foreign Affairs","HFOR",,"","Suite 5100 Thomas P. O'Neill Federal Building","200 C Street, SW","Washington","DC","20024","(202) 226-1500","(202) 226-5696","","http://foreignaffairs.house.gov/subcommittee/terrorism-nonproliferation-and-trade/","Poe","Ted","","CHM","Chairman","Keating","Bill","R.","RMM","Ranking Minority Member","Adaki","Oren","","Staff Director","MAJ","(202) 226-1500","oren.adaki@mail.house.gov","","","","","","","","","","","","","","","Megahan","Patrick","","Professional Staff Member","MAJ","(202) 226-1500","patrick.megahan@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rice","Edmund","B.","Senior Professional Staff Member","MIN","(202) 226-8467","edmund.rice@mail.house.gov","","","","","","",""
18871,"HVET10","FH","Federal House","House Subcommittee on Economic Opportunity","Subcommittee","House Committee on Veterans' Affairs","HVET",,"","Room 335 CHOB- Cannon House Office Building","25 Independence Avenue, SE","Washington","DC","20515","(202) 226-5491","(202) 225-5486","","http://veterans.house.gov/issues/issue/?IssueID=117991","Arrington","Jodey","Cook","CHM","Chairman","O'Rourke","Beto","","RMM","Ranking Minority Member","Clark","Jon","","Staff Director","MAJ","(202) 226-5491","jon.clark@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yu","Cathy","","Staff Director","MIN","(202) 225-9756","cathy.yu@mail.house.gov","","","","","","","","","","","","","","","Bennett","Christopher","","Professional Staff Member","MIN","(202) 225-9756","christopher.bennett@mail.house.gov","","","","","","",""
23135,"HFOR20","FH","Federal House","House Subcommittee on the Middle East and North Africa","Subcommittee","House Committee on Foreign Affairs","HFOR",,"","Room 5220 Thomas P. O'Neill Federal Building","200 C Street, SW","Washington","DC","20024","(202) 225-3345","(202) 225-0432","","http://foreignaffairs.house.gov/subcommittee/middle-east-and-north-africa/","Ros-Lehtinen","Ileana","C.","CHM","Chairman","Deutch","Ted","E.","RMM","Ranking Minority Member","Rodgers","Golan","","Staff Director","MAJ","(202) 225-3345","golan.rodgers@mail.house.gov","","","","","","","","","","","","","","","Gately","Nathan","W.","Professional Staff Member","MAJ","(202) 225-3345","nathan.gately@mail.house.gov","","","","","","","","Kustin","Casey","","Staff Director","MIN","(202) 226-8467","casey.kustin@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
23136,"HFOR15","FH","Federal House","House Subcommittee on Europe, Eurasia, and Emerging Threats","Subcommittee","House Committee on Foreign Affairs","HFOR",,"","Room 5210 Thomas P. O'Neill Federal Building","200 C Street, SW","Washington","DC","20024","(202) 226-6434","(202) 226-4948","","http://foreignaffairs.house.gov/subcommittee/europe-eurasia-and-emerging-threats/","Rohrabacher","Dana","T.","CHM","Chairman","Meeks","Gregory","W.","RMM","Ranking Minority Member","Gore","Chadwick","","Staff Director","MAJ","(202) 226-6434","chadwick.gore@mail.house.gov","","","","","","","","","","","","","","","Cullinane","Scott","P.","Professional Staff Member","MAJ","(202) 226-6434","scott.cullinane@mail.house.gov","","","","","","","","Bednarczyk","Philip","","Staff Director","MIN","(202) 226-8467","philip.bednarczyk@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
23221,"HFIN20","FH","Federal House","House Subcommittee on Monetary Policy and Trade","Subcommittee","House Committee on Financial Services","HFIN",,"","Room 2129 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515","(202) 225-7502","(202) 225-6952","","http://financialservices.house.gov/115th-congress-subcommittees/monetary-policy-and-trade.htm","Barr","Andy","","CHM","Chairman","Moore","Gwen","S.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
23888,"HSST20","FH","Federal House","House Subcommittee on Research and Technology","Subcommittee","House Committee on Science, Space, and Technology","HSST",,"","Room 2321 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6305","(202) 225-6371","(202) 226-0113","","http://science.house.gov/subcommittees/subcommittee-research-and-technology-115th-congress","Comstock","Barbara","J.","CHM","Chairman","Lipinski","Daniel","W.","RMM","Ranking Minority Member","Bharwani","Rajesh","","Deputy Staff Director","MAJ","(202) 225-6371","rajesh.bharwani@mail.house.gov","","","","","","","","","","","","","","","Wickre","Jennifer","A.","Professional Staff Member","MAJ","(202) 225-6371","jenn.wickre@mail.house.gov","","","","","","","","Sokolov","Dahlia","L.","Staff Director","MIN","(202) 225-6375","dahlia.sokolov@mail.house.gov","","","","","","","","","","","","","","","English","Brystol","","Professional Staff Member","MIN","(202) 225-6375","brystol.english@mail.house.gov","","","","","","",""
24648,"HOGOV15","FH","Federal House","House Subcommittee on Information Technology","Subcommittee","House Committee on Oversight and Government Reform","HOGOV",,"","Room 2157 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515","(202) 225-5074","(202) 225-3974","","http://democrats-oversight.house.gov/subcommittees/information-technology115th-congress","Hurd","Will","","CHM","Chairman","Kelly","Robin","L.","RMM","Ranking Minority Member","Stock","Troy","D.","Staff Director","MAJ","(202) 225-5074","troy.stock@mail.house.gov","Brebbia","Sean","","Investigative Counsel","MAJ","(202) 225-5074","sean.brebbia@mail.house.gov","","","","","","","","Green","Meghan","","Professional Staff Member","MAJ","(202) 225-5074","meghan.green@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14682,"HTRA30","FH","Federal House","House Subcommittee on Water Resources and Environment","Subcommittee","House Committee on Transportation and Infrastructure","HTRA",,"","Room 585 FHOB- Ford House Office Building","441 Second Street, SW","Washington","DC","20515","(202) 225-4360","(202) 226-4627","","http://transportation.house.gov/subcommittees/subcommittee/?ID=107422","Graves","Garret","N.","CHM","Chairman","Napolitano","Grace","F.","RMM","Ranking Minority Member","Bennitt","Ian","","Staff Director","MAJ","(202) 225-4360","ian.bennitt@mail.house.gov","Pawlow","Jonathan","","Senior Counsel","MAJ","(202) 225-4360","jon.pawlow@mail.house.gov","","","","","","","","Fox","Elizabeth","","Professional Staff Member","MAJ","(202) 225-4360","elizabeth.fox@mail.house.gov","","","","","","","","Seiger","Ryan","","Staff Director; Senior Counsel","MIN","(202) 225-0060","Ryan.Seiger@mail.house.gov","Brain","Michael","","Counsel","MIN","(202) 225-0060","michael.brain@mail.house.gov","","","","","","","","","","","","","","","","","","","","",""
14685,"HCOM30","FH","Federal House","House Subcommittee on Oversight and Investigations","Subcommittee","House Committee on Energy and Commerce","HCOM",,"","Room 2125 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6115","(202) 225-2927","(202) 225-1919","","http://energycommerce.house.gov/subcommittee/oversight-and-investigations","Harper","Gregg","","CHM","Chairman","DeGette","Diana","L.","RMM","Ranking Minority Member","","","","","","","","Barblan","Jennifer","Flaherty","Chief Counsel","MAJ","(202) 225-2927","jennifer.barblan@mail.house.gov","","","","","","","","Ohly","John","C.","Professional Staff Member (on leave)","MAJ","(202) 225-2927","john.ohly@mail.house.gov","Fulling","Ali","","Legislative Clerk","MAJ","(202) 225-2927","ali.fulling@mail.house.gov","Knauer","Christopher","","Staff Director","MIN","(202) 225-3641","chris.knauer@mail.house.gov","Babayan","Julie","","Counsel","MIN","(202) 225-3641","julie.babayan@mail.house.gov","","","","","","","","","","","","","","","","","","","","",""
14686,"HEDU10","FH","Federal House","House Subcommittee on Health, Employment, Labor, and Pensions","Subcommittee","House Committee on Education and the Workforce","HEDU",,"","Room 2176 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6100","(202) 225-4527","(202) 225-9571","","http://edworkforce.house.gov/committee/help.htm","Walberg","Tim","L.","CHM","Chairman","Sablan","Gregorio","K.C.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14688,"HEDU25","FH","Federal House","House Subcommittee on Workforce Protections","Subcommittee","House Committee on Education and the Workforce","HEDU",,"","Room 2176 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6100","(202) 225-4527","(202) 225-9571","","http://edworkforce.house.gov/committee/wp.htm","Byrne","Bradley","R.","CHM","Chairman","Takano","Mark","A.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14702,"SFIN","FS","Federal Senate","Senate Committee on Finance","Committee","","",,"","Room 219 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6200","(202) 224-4515","(202) 228-0554","","http://finance.senate.gov/","Hatch","Orrin","G.","CHM","Chairman","Wyden","Ron","","RMM","Ranking Minority Member","Wrase","Jeffrey","M.","Staff Director; Chief Economist","MAJ","(202) 224-4515","Jeff_Wrase@finance.senate.gov","Coughlan","Tony","","Tax Counsel","MAJ","(202) 224-4515","tony_coughlan@finance.senate.gov","Niederee","Katie","","Press Secretary","MAJ","(202) 224-4515","katie_niederee@finance.senate.gov","Wyatt","Nick","","Tax and Nomination Professional Staff Member","MAJ","(202) 224-4515","Nick_Wyatt@finance.senate.gov","","","","","","","","Sheinkman","Joshua","L.","Staff Director","MIN","(202) 224-4515","joshua_sheinkman@finance.senate.gov","Smith","Tiffany","","Chief Tax Counsel","MIN","(202) 224-4515","tiffany_smith@finance.senate.gov","Carey","Ryan","","Press Secretary; Speechwriter","MIN","(202) 224-4515","Ryan_Carey@finance.senate.gov","","","","","","","","","","","","","",""
