"UID","PID","LEGTYPE","CHAMBER","STATECODE","DISTRICT","DISTRAIL","FIRSTNAME","LASTNAME","MIDNAME","PREFIX","GENSUFFIX","TITLE","BIOTYPE","SOURCE","BIODATE","DOCUMENT"
As a senior member of the Banking, Housing, and Urban Affairs Committee, Reed authored several key pieces of the historic Wall Street reform bill and has been nationally recognized for his dedication to protecting U.S. consumers.  When taxpayers were forced to invest in banks to save the economy from total collapse, Jack Reed wrote the law ensuring that taxpayers would share in the rewards when the banks recovered.  As a direct result of Reed's provision, taxpayers have earned more than $9.4 billion in additional dividends - money that would have otherwise been kept by the rescued banks.

He also helped create the powerful new Consumer Financial Protection Bureau (CFPB) to give American families the tools to fight unfair and abusive financial products and services, as well as a new Office of Financial Research (OFR) that will help provide early warnings to regulators about future financial problems.

Recently, he authored laws to create a new affordable rental housing trust fund, improve consumer disclosures on mortgages, and address the needs of middle-class families who are struggling with the fallout from the housing crisis.

Senator Reed has been a leading voice on college affordability and student loan debt issues.  He helped write laws preventing interest rate increases on new loans to millions of college students, and fought efforts to increase student borrowing costs.  He recently proposed a Student Loan Borrowers Bill of Rights and has offered legislation to reform disclosure and servicing standards for both federal and private student loans.

And to help get our country back to full employment, he wrote a work-sharing law that provides an estimated $500 million for business-state partnerships to help prevent layoffs. Nationwide, Jack Reed's law has helped save more than 92,000 jobs since 2012, including about 1,000 in Rhode Island. 

Jack Reed and his wife, Julia Hart Reed, have a daughter, Emily."

22266,248425,"FL","S","RI","S02","","Sheldon","Whitehouse","","Sen.","","US Senator","Narrative Bio","",2018-01-26 00:00:00,"Rhode Islanders know they can count on Sheldon Whitehouse to fight for the middle-class values that matter most to us. Sheldon believes that every child deserves the opportunities provided by a good education, and that anyone willing to work hard should be able to find a good job. He believes in the promise of Social Security and Medicare to provide a basic measure of dignity for seniors when they retire.

Sheldon has hosted more than 100 community dinners in every corner of the state to hear the concerns of Rhode Islanders. He is dedicated to helping small businesses grow, making health care affordable for every family, and fighting to break through the barricade of special interests in Washington that are blocking action on climate change. The Providence Journal described Sheldon as ""a strong-willed and articulate member of the Senate on national issues and an energetic champion of Rhode Island economic and other interests.""

The examples set by people like his father, a World War II Veteran and diplomat, and by great figures in Rhode Island public life, like U.S. Senator Claiborne Pell and Governor Bruce Sundlun, taught Sheldon the good that public service can do for our country and our state. Throughout his more than thirty years in public service, Sheldon has focused on the basic issues that make a real difference in people's lives.

Sheldon understands that in tough economic times it's harder for families to make ends meet. That's why creating good jobs and strengthening our small businesses are his top priorities.

To get more Americans back to work, Sheldon has introduced legislation to give tax credits to companies that hire unemployed workers, and to eliminate tax incentives for companies that ship jobs overseas. He is also a strong advocate for economic fairness and author of the Buffett Rule, legislation that would force multi-million-dollar earners to pay the same tax rates as middle-class Rhode Islanders.
